spectrum,imaginary
3036.0,-0.0
2991.133038905816,236.80992383045663
3046.769103568323,-407.5007395780258
2666.213639145176,202.95862845301411
2815.818818802716,375.30455761414316
2804.220108079787,1245.0246423079336
2443.997530143839,1111.580298410903
2040.2373005419158,2007.6899124575862
2886.3767266569293,2951.3153723201613
2715.341875485343,1878.8607756118695
3389.2554270094124,2760.7067895722407
2233.0595306788755,3643.0722936971847
2504.850699645253,3818.154131773783
1681.6871696928592,3465.9365536575283
1439.0558033971884,4627.476963915608
2992.3260941851786,4224.11997237457
2495.7673244424445,4616.915691172377
3562.1877104459854,5497.611153958921
4093.0856910356924,6760.463137821636
1352.467984099152,9591.789932391755
9411.897794020197,15703.593687602432
-6265.9733887982875,489.3061203099817
6519.579307228884,7067.947332945345
-8740.689926037581,15045.065838716488
-7316.115394931464,16282.300724907385
-2454.911325076141,46297.6120286676
-20807.380141850568,13086.732805544338
-5194.30234086417,42814.29507396153
-29897.871354538656,69402.47850939992
-35001.60606223226,104697.09779722516
10862.395635898987,-159049.1067007556
30909.38940567861,-52055.22644842627
36660.30344585066,-24289.04875970025
-5224.746381548897,-5340.741838211978
20073.168084898003,-15168.246318078689
22311.215898621227,-283.4067159572587
-2950.2214887691757,-7448.045221498132
19906.619303563766,-16795.94999738404
3896.716641264496,40114.38842115662
-14092.65706134886,-34417.246964130536
16635.78952423157,-41813.10970578333
11435.170924169142,-13201.53877158376
62030.206360454824,-11026.1658837657
10330.45797633599,-16502.090125597297
-30683.149674225642,39862.94139577807
-31396.534706186576,-210.38154089800543
-32402.81446947303,16030.321977590922
25826.28029272696,-5393.257428229885
-27472.61818604628,6071.928239597265
-10317.92720412142,16586.400795440677
62304.837288705,-17436.89640839142
-53984.34994681124,48410.59314530907
2113.1371524263777,31466.469056372298
-48724.569393103186,52567.187971730855
-37076.81811495559,28493.226298481437
37606.43358784872,5422.633761857012
-114352.86996626995,42926.11581912052
-4027.47025586331,35505.36091239841
87387.67608042977,-136806.52926044835
-88090.7860336875,-118984.81068755325
226882.99270977356,-71090.32386341607
-14955.24877648973,-35731.71663672304
