spectrum,imaginary
-4498.0,-0.0
-4037.0954022559254,43.41056728725288
-4322.301465427701,-93.76676098392645
-4744.182342823201,-104.077249062924
-4464.122677414019,131.69791600251511
-4537.736856948761,62.820958224686336
-5537.543843291904,-633.2726106740365
-293.86039855979016,-3034.3303923001604
-4302.725599326763,4834.986785247971
-18567.88056878546,-8902.344055355512
8034.669095116824,6555.808782826789
9199.470561818654,5920.225505961793
8786.826590812596,5051.362099313155
-6287.94884241912,-6245.225284052789
5729.396895005718,7647.528583968622
-2595.0801267342017,-8554.367599934234
12270.923195995721,-6881.5614869913925
521.0577719770529,-31534.98783800036
-3427.614836008017,-9659.83468578984
-45255.32605542171,-10930.740148351882
9212.538927099977,-23304.923723973887
-11117.193093809194,-8301.892795011896
-1740.9481551718682,1746.8253126016807
-47612.45838731354,13032.947137028237
-22768.66337359373,10366.881357248432
-7934.219213890676,4710.029966231907
-13123.700288549935,2507.319390900167
-13002.904623844117,-2536.846678719052
-920.6478556589275,-4335.661856160686
2488.842680172959,9880.471742095622
-26429.76102993946,-3417.852029761484
-10858.122748274585,-4677.418530066953
-11031.861375253378,-2117.520129614778
-7361.267607497619,-1995.1385573741227
-9611.518483825319,8291.607463034423
-7701.5038558767155,1020.0894810420094
-36491.77504004049,5809.1150117968755
-24821.156026748715,26809.032963804606
-10479.249083520383,4090.92627381122
1106.2439595888025,5253.000337041011
-18038.209681126173,3873.264502186105
-9596.10152781539,4012.480091228418
-4110.698404196729,2207.5348678891532
-12845.060111771541,2967.451175772899
-18238.835617813726,8507.058093643165
-7762.806933431426,11705.484933384998
-13308.828176223731,16679.05614360512
-8125.574852535436,6014.183809864051
-16299.676358373408,3391.5913586411743
13541.173757921428,17633.460307710833
5485.6490363639205,28444.891243787304
1841.9550526746962,26887.845665768058
18341.33532060673,11979.362245423901
16335.480585007288,32533.342023512952
-20086.734591601227,18663.580846508274
11503.267928792462,-21271.87951551674
28861.693158837115,-32285.877629482617
115837.45940370383,-17290.77224408014
128926.58867764298,-94421.07069564327
-334529.379180675,169534.77437564873
-7674.2348005760505,107999.7119981474
40327.156381954745,30867.02751978029
42991.37898340008,66180.03606892342
23652.479306581976,-35817.59584706421
-38756.201171593624,-66453.46605478255
29198.18033575006,15125.536970647621
33416.23095794413,35660.79761628593
-24755.1973313513,-48125.57130200445
34124.19010665256,-28086.254986619108
6503.266550196622,-124843.29762018021
23491.53038277106,-44728.47392834257
-890.5718390046843,-19510.69900466436
-24127.23553682964,-14072.188318487324
-22821.404118035214,-23449.38612004811
-22921.203982910672,-9157.722841904699
11924.340988218444,-20611.3631504834
-13957.36122728587,-29373.23563668341
-6141.05083553527,-48883.823020221884
-40708.49440208475,-46512.75727546074
-57288.27169966346,-32620.305160557684
-47549.26597059477,3713.9529687360573
-30592.791395738932,-14665.571058161224
-42957.68374693295,-31602.94278179095
-50615.863853413175,1247.781673244338
-50121.27298515825,-18603.29799193311
-36360.47567887834,23479.40139458302
-53450.22863184248,-6160.196947991897
-50193.4505741501,2646.6376595063416
-54388.04218114873,1139.566961378624
-52266.46812048372,30840.676560812215
-55357.88365317606,23525.20565434041
-30746.25316542023,30957.554701081615
-50834.20366788545,21217.13719356303
-59470.9489042184,28811.83055885107
-33790.76232908163,20259.62872902945
-59608.01917966415,17103.86819126976
-81340.16684589206,57792.960584492306
-46698.263052660135,84209.1611680823
-25970.907899813108,71649.34248068386
-23971.621100112367,59953.246822361834
-54457.11415543823,43140.45803298605
-54450.48360565565,69056.988822257
-37047.99377962157,93968.98294769316
9116.216705356092,118870.34185405633
17635.630565307118,87428.80414525417
-40084.035836638686,96674.85548709822
32249.777462510545,154366.0830863302
