spectrum,imaginary
-13602.0,-0.0
-13610.402156898595,-1205.0013958718528
-14382.533715469066,-1034.8024035636417
-13870.314821175707,-1478.2490930098222
-13839.32386611848,-3031.6652945219994
-13420.516218378361,-3969.010972543274
-11778.248800456118,-7161.170131246905
-21356.23867774354,-6651.709800462628
-28693.316629138033,-8510.515357218652
-123117.7316038594,-8580.826782765005
-41331.635310908474,-6758.778688960001
-10832.981860384927,5396.004314543782
-528.4967108669571,-6317.6394540588735
-57438.21300573963,-55213.61573833924
-42017.29309147586,60242.37608367033
6229.193159737443,37055.48407057157
-39401.187963915305,47520.9996635976
-62019.46879584092,48152.037528228044
-91045.4648149865,78477.53840285298
265631.9615665368,-39890.75283700339
-40122.344010653615,-5769.103327872045
17382.702514373497,89.28077285799026
-9.720532312894193,13152.15659108115
42628.2371161341,-32177.348117927395
20507.658045583736,2394.6509727026064
14256.92220414997,-1676.3183822962187
4004.4069889465177,-1633.3380520624446
-279.3052632026693,6789.434749463151
-15595.215102373833,1407.4036805461362
5475.504533746582,-24382.150079326235
11272.12284310819,-18865.145837063897
-9186.788309640546,-1183.358437291012
-5712.20829104004,3497.8338166433805
-2105.618323524451,76.21972833023959
-16026.1106186472,-5630.343990972244
-1299.8763530769963,-3025.430677090587
2452.8222045845223,-5922.085381816809
-19773.39526150437,76.51073960652643
2694.623557751408,14279.849827310434
-1217.8654607146527,-13802.819065664118
25833.385915381565,9697.685822970734
9742.04205066166,-993.8277830797238
-1825.7978351508789,-3146.3689492879
-3547.2788286640753,-13254.603171124974
-7367.90618791083,-13329.660720210308
-10382.220519498973,-4288.802784099159
-10409.639545253074,-2031.543840407086
5816.23168496172,685.496921972085
2357.5526371181104,874.1308054633771
-15471.188943002928,-13567.865347710453
-22518.11284165027,-1276.210069249667
3659.3361211365263,-21210.566257222858
-37835.525892849924,-3603.094157297538
6514.940820945247,18160.62859447863
-37263.19898489,-11293.73371928409
-518.6634596248919,36552.94217240582
9775.550228342676,19693.1182160327
-4325.013334333338,12093.364144810588
-25180.645488717695,9502.694571906202
-2734.328409102709,2254.5967934054024
103.54453874832933,20373.8581678413
-13129.46586786199,17981.535492066443
-21034.165540657417,11613.059070577383
-4868.997314189519,25767.047712556887
-3502.7576843048196,26152.244685080575
7018.107521403257,40379.26006698417
26827.82858812878,51448.28618208471
53324.43962461285,8372.423049081204
70996.1426965973,30748.717270444802
176188.60407358236,-11778.096589894165
-482532.8642493165,-281433.9586069563
-99626.03585375399,-3460.7049136043906
-24133.1963316318,87251.14647586705
25322.913438126237,56251.516890426836
33288.99245178639,55473.964204177246
84085.42009612113,23299.290844912357
53002.46659103572,-27964.49265692038
8550.412459358655,-20954.305276885632
13093.044858980338,18792.67767064119
50571.37651827351,40490.56906158556
55915.551106933635,-20677.903071691486
30176.24614361068,-31486.692649513232
32110.390095932155,-21840.86947534085
27842.6756269338,-22355.169283482886
22529.20354114043,-25079.78191172061
46445.60470251115,-23146.041490093652
48847.9482413292,-40685.83809498325
22566.950449119966,-37932.71385903511
15665.760057097292,-41614.67689181598
21651.043955104768,-25867.268325491812
35161.99736631333,-36105.061547134756
33837.48709121076,-35231.47067861592
53127.635943992565,-45251.43303927936
55742.13515467296,-72693.29853010701
32572.664882727648,-88318.97425113923
-24736.67719018997,-92900.93414060114
9363.789604333,-28833.85268178941
31414.283195996657,-57992.67698270059
26014.234001437842,-84709.94813128581
-3197.561433788537,-69583.03550565582
5775.1209486259995,-90971.03554886607
-45195.074523069095,-71245.31562126902
12718.916807954549,-73664.42030042579
-14180.169505644992,-80173.86784699274
-15414.465032792777,-66322.8929552194
-6982.464913354557,-105440.20201773886
-53464.67799977331,-74026.8527087293
-43865.79819903044,-95326.12626376595
-64527.06540689061,-72543.50757972845
-23706.98606382789,-88647.44934835716
-35557.306829294495,-86068.25461565249
-77443.25084323512,-72576.56943123271
-34898.138123177196,-56958.196772176976
-28370.4847278381,-87224.61411228903
-70149.3433511605,-128902.32858339553
-122484.49756351465,-105755.81232389955
-130287.92159503578,-78943.01964786128
-117722.51765064115,-44019.99366605017
-87064.79497187628,-14049.395328147923
-71632.96573631855,-90870.68831777628
-97489.8725780052,-76191.56768904415
-128723.79282705842,-39070.10791989393
-153058.3947021031,-55555.28037343981
-117527.80796541444,-20570.277802677585
-100876.5943955403,-20984.52053940256
-139452.82433038502,-108994.83830269502
-241499.87155434594,-17747.645952229796
-196787.5595047269,-6167.854441252918
-192808.7580980974,41651.44253190162
-172576.11649929645,56917.70208045875
-183339.92516328514,62170.6462417842
-184442.33544501435,79494.43489571381
-133066.67520742395,61534.80293430708
-165481.33511714338,113853.38306643037
-125909.77549917731,98164.65750144538
-179117.55194681202,111197.78678592344
-131619.49494355518,137786.72720061458
-115180.4394944327,73359.02244004115
-219083.63721422848,67850.29805815991
-281636.2803511004,204300.46667199107
-226024.673664894,323070.48988614697
-21889.46273128595,309744.170428197
-47751.06303048577,248615.86768963648
-132777.1799363948,234520.30746247992
-124837.51871459713,288052.4003110677
-96242.10929305872,376234.15664678987
-77454.69999819944,542533.9150937194
111737.02575229359,541492.0289864457
227527.8165553333,450592.30491473014
205210.47773671185,353796.0936992019
253722.56546940652,332976.8779467535
150469.64518875495,284749.7342848513
156147.5892409993,422704.7214324571
250536.61079587962,437239.5106834528
302818.766452727,455118.06448048097
413998.20271677314,619646.3459814332
359850.06785648543,569639.4872355029
240430.18167289495,757812.8300181958
802171.2850662895,1217810.886605822
1096082.1972149936,1204648.1163022905
2086638.1246227568,919785.9077140517
2236306.1425143583,83249.21902575396
2098727.0286608953,-676053.8242564648
2032116.809294622,-530278.351288273
2980952.0228048237,-591680.0014241547
5598394.296380214,-539706.5336540466
6171390.658416759,-15964378.184578665
-10539781.020994492,-1096801.4594065752
-2137189.182622783,615523.7372549797
-1137254.3028514367,-273745.44823016715
-1444308.0759547544,-730037.0245234614
-1199349.0265177703,-180718.4579185237
-1374319.462327969,-613935.9926209596
-1292910.1709742164,-153856.02474176217
-771095.056280477,185119.40336757
-1061105.8266783666,5881.889574879755
-983601.6070948706,459369.0693086342
-873856.7297601211,430472.6796978017
-611342.1729337955,635550.5938559023
-421288.3612657616,519889.1350063125
-536683.264490275,511789.3306061793
-306696.4752536004,581676.1338024671
-174070.6962922522,503383.48202011304
17774.171817540355,515946.9897610408
163379.90173684328,149586.48561379977
228857.1893262713,-25035.71464405382
1001.4423625908976,-288100.2674489365
-164106.68710760796,-141590.9127863137
408992.5856225298,-1288382.5927323317
-1177823.36648801,943155.9303338747
-162428.26358392285,515716.7049172988
-113636.62320420996,326431.8124935888
-145143.9420057458,268776.7323660347
-108348.38561838883,179086.28101783706
-149627.45688955986,340080.0111906385
44525.169012070604,401524.16173792956
79914.93364296679,194696.5270384704
83309.19886567352,92063.29297459872
77003.03184809025,97118.7416639388
74994.68813219263,16066.839830603329
7514.95900372231,-1107.728743419207
-113839.80461383011,-12227.022975148915
-117543.57148203423,-27645.92699166709
-185707.1502247438,79029.4596233123
-70297.39777399112,156627.24260402058
-7301.741404399857,138681.49810640945
-12693.856810614245,69768.46737757477
271.4952242043955,34751.52698240358
-82304.08557975541,4734.234687624978
-53031.593163481026,138251.6479191003
37418.82897100883,153522.65890720364
79385.34348827915,-40999.369073931564
-96654.21697737314,-65645.0182592053
-118569.76254133873,18419.08224385748
-47471.475194515064,45874.33691526673
445.650518649594,-938.4933980156366
28792.367843355445,-89473.54838660866
-53935.11975715698,-200186.5062365739
-299166.139572196,-228637.62976869175
-408208.79778383364,-4846.892807896385
-372910.0593460605,226204.19240420038
-142288.59358068742,429517.9401934473
-12533.752650354347,165919.77266771998
-55152.53888502096,149278.61302652827
-85423.24300452242,138773.20837628364
-25606.621802084497,113402.58617144045
-14232.778730664457,48216.1861822328
-85656.68775633632,41221.61248301834
-155639.16035627734,101340.74377271716
-144354.85838448277,57921.97986181991
-179922.14399066713,74480.23378318982
-306593.78625278943,94241.67422159534
-364012.41782713594,230911.66293617556
-319191.4579736023,442981.67094601935
-109448.64590621486,526988.3011899961
-54255.37390001275,694884.3277119184
667308.5631882718,467969.29836531496
215978.66668662004,12058.479233141808
154284.24288340035,128892.2227849459
146655.65851143762,147710.03490398743
104870.85288026958,148010.19364772397
216051.18123374507,172661.43882068098
242273.4564182514,-3227.551955466974
71742.07672271057,-108562.68286039305
-114920.73377499037,-18727.898725514082
-112713.63842335652,204229.48035941797
5285.172750453348,203531.00576579323
-3344.8827799900682,363709.26339313237
187432.1235693448,391549.22017219616
372387.3014531872,265948.1316178279
317357.4548868984,53480.24002976298
144899.34210333694,424447.91887082474
751985.2281900571,678503.6335266748
1367085.5006174291,260459.6450110452
1454691.1728977114,-932230.1107753812
519361.8825909426,-1760876.057280415
-519395.68906485266,-1251900.7544855024
-540576.9674169243,-566980.162326369
-353354.4320707674,-390266.2346455794
-325514.9383012209,-576717.3682245528
-809293.3306221642,-962294.614360959
-1493195.6177221676,-93991.92463692262
-1468201.5409959303,1012182.0591572145
-109840.5899837881,1487919.5527326853
355210.9696947734,834961.303796202
1192713.2711895797,340562.08481452486
641581.0700991428,-426370.2690353579
109158.94765646034,-441307.5223990162
-173562.5113828347,-899.4845518575139
38310.75630460181,253231.824094912
430025.34787142486,105924.08921022726
429417.35618765233,135221.61370934063
681951.3636095813,-160247.5520323139
752590.9729983523,-1203667.7573619913
-35893.1702637374,-624085.7110453788
-304516.85065576935,-622865.5921922709
-283160.42907094944,-642071.9420879749
-378270.2087513037,-463751.7328762349
-114021.29806906788,-902172.6994809994
-532778.7573197822,-560803.0766714085
-737279.1491265979,-486021.1670610148
-588185.1098623166,-87421.01355053077
-671651.0596838924,-113164.30849417883
-835681.0313539056,236126.07774118814
-365383.1084553322,418987.21647347807
-135166.37153706048,423171.96855856094
-130667.49611918519,235377.73875540055
-59973.869696428446,243021.5126059375
-9920.160220861559,88472.19001288772
-92967.84832584379,6342.085959078259
-167069.97695708257,-19719.887619532277
-356480.38463945955,22870.084346302083
-388072.5603981746,173520.6856010737
-197140.56270154336,269769.61215869477
-212502.33585483886,151516.0254244401
-220655.2035643972,245421.30928741343
-58295.72227738106,357504.9180059595
131962.5964908679,316737.2689337622
94925.35243613583,33180.40037693312
21928.388232005207,71747.90550917285
94461.16689914736,62996.19976190677
97458.50631529804,-139403.12291411584
-17506.767470950614,-191151.28871669003
-278033.60366594803,-283428.9137633316
-564761.295381668,-311912.8796810978
-967810.9570576646,136168.07213260047
-801547.56820944,926711.3173632179
126855.35364840989,1125218.52519739
591089.1480689045,689619.5817837908
559790.5640288388,51344.07472565717
185605.0980861276,-116009.88227443438
-73057.49140244498,76989.36298066229
128271.80916724792,299284.5783059986
432166.7977228865,63014.42579250723
209845.58713590354,-410602.8550300015
-283475.0716847205,-455341.1901418861
-454142.6201408406,110928.6528762654
-159033.61949756573,259664.46804090985
-20358.9440557263,131886.3171811942
-17931.36133424505,57809.66677824669
-89502.09762837277,-21499.498873996818
-158761.37020633713,-55092.88083609799
-346899.08873280976,369.60019328366434
-383082.00049716624,216479.1936964412
-306108.02162191394,302187.8780164394
-329613.9163287212,321530.49306639994
-645895.3031622123,940628.6842984164
710241.0981373005,464302.9655824829
400070.1973144923,237777.0448738839
263493.918114038,109229.3470829913
125408.56214599447,90034.7198822705
52588.5920562052,270563.337387965
477049.7841901824,455803.8310130881
440714.48795075604,-285676.2229634647
