spectrum,imaginary
-5228.0,-0.0
-4017.414666372668,424.8612309323434
-2947.8029466013486,568.0727571286757
-3752.7261342292113,-934.4533510522764
-3450.0739198057618,-1488.2502193866785
-3557.758297928135,-3164.716629875268
-4310.300679151323,-3724.2335194223424
-10503.14075133732,-7120.337467289897
-26318.481789510763,-9268.90160835519
-32355.080867444798,-114872.2341576427
17943.69290310154,43379.11478475302
-2833.583991642614,39141.00066984647
1472.5674351759878,17115.375822886956
-20115.67124272598,21691.091384170995
-4373.509030030247,15321.732157600103
30414.26004376477,19888.094831402213
73144.02152495185,31367.606447217215
-19652.546223813573,24461.482865396287
-28428.847738494555,-32152.324945406253
-62441.48031378802,-29634.97810602557
32568.08297097784,-41309.324391806236
18140.04998885969,-6621.530313626783
17921.975245911446,-4778.004986219012
-19089.838761780702,-55273.81902801524
-4976.353485872287,835.3316297982612
8342.901825948766,6905.613790388626
7592.804864159036,-5602.309034385553
64.82757923384045,-6311.960984625875
-5553.890616868734,7975.486592171673
62.443183339659754,1077.9904364245563
11013.709011461911,1158.7054709821125
-9798.201613037563,-7802.101149902393
-2307.0512810858622,7402.730947106171
2071.1362583887308,657.4550392570761
11165.63295638826,-8532.987426387153
9394.781054818695,-7736.633792355876
1449.0160731930582,3807.4368079917263
-4696.695490922559,954.5180719776465
-2818.3471521037927,5440.387367272602
9179.405489070776,2199.484845558769
-11171.477678056024,-9857.343548160174
-1851.0513813507264,11870.510534073168
-9968.305856734532,-12014.695499981834
10840.813618837117,-2766.331264243039
14587.935437205888,-5552.101005396247
-3078.7271812617264,78.05052380833772
-8460.544875637323,-3086.509816717962
-13222.250327983224,663.6240024506671
-246.37831440966096,19367.925356944368
7132.611281066082,8278.542352401128
12641.03602676719,-6076.244024467902
11155.012350173702,16418.125215241987
-2734.395668961821,-32820.97610736535
-18408.20177642694,2635.0224800585647
-4953.360727706555,-12552.728552037654
-12997.524019980108,-31572.693104923652
-26470.15206746205,-11507.421940967748
8372.453668118509,1995.7539631867471
5163.550711440072,-4869.5130298117
-661.177336266588,-14760.44349056004
11454.334387744455,793.0979666636608
-6584.343131168553,-22147.42094503085
-20087.09583408081,-8665.369471850774
-23356.16795859966,-4082.857856462053
3539.028633413648,14221.802109085875
-587.2778161532135,4432.867814212811
7454.998262955185,2214.278600262362
2885.011826083887,674.1061292373623
